index,Lever position (Lp),Ship speed (V) [knots],Gas Turbine shaft torque (GTT) [kN/m],Gas Turbine revolutions (GTn) [rpm],Gas Generator revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN/m],Port Propeller Torque (Tp) [kN/m],HP Turbine exit temperature (T48) [°C],Compressor inlet air temperature (T1) [°C],Compressor outlet air temperature (T2) [°C],HP Turbine exit pressure (P48) [bar],Compressor inlet air pressure (P1) [bar],Compressor outlet air pressure (P2) [bar],Exhaust gas pressure [bar],Turbine Injection Control (TIC) [%],Fuel flow (mf) [kg/s],Compressor decay coefficient,Turbine decay coefficient,Temp_ratio_T48_P48,Temp_ratio_T1_P1,Temp_ratio_T2_P2,Torque_diff,RPM_ratio_GTn_GGn,Fuel_per_RPM,Total_Prop_Torque,Power_Proxy_kW,Total_decay_score
7716,2.12,6.0,7306.31,1383.76,6874.68,32.99,32.99,594.98,288.0,572.67,1.35,1.0,7.19,1.02,5.78,0.25,0.98,1.0,440.73,288.0,79.65,0.0,0.2,0.0,65.98,1058735.52,0.02
7717,3.13,9.0,9959.04,1438.72,7231.92,67.78,67.78,596.35,288.0,583.51,1.46,1.0,7.77,1.02,11.27,0.27,0.98,1.0,408.46,288.0,75.1,0.0,0.2,0.0,135.56,1500452.93,0.02
7718,4.15,12.0,14909.89,1619.52,7786.34,116.46,116.46,629.07,288.0,604.36,1.71,1.0,9.06,1.02,17.47,0.35,0.98,1.0,367.88,288.0,66.71,0.0,0.21,0.0,232.92,2528653.8,0.02
7719,5.16,15.0,22047.66,1926.41,8358.59,178.41,178.41,690.72,288.0,633.08,2.08,1.0,10.95,1.03,24.61,0.49,0.98,1.0,332.08,288.0,57.82,0.0,0.23,0.0,356.82,4447744.64,0.02
7720,6.15,18.0,30137.72,2303.28,8811.92,251.26,251.26,751.66,288.0,660.7,2.52,1.0,13.13,1.03,33.37,0.66,0.98,1.0,298.28,288.0,50.32,0.0,0.26,0.0,502.52,7269185.44,0.02
7721,7.18,21.0,39925.26,2690.99,9086.33,338.86,338.86,823.01,288.0,692.14,3.02,1.0,15.56,1.04,44.88,0.89,0.98,1.0,272.52,288.0,44.48,0.0,0.3,0.0,677.72,11250930.84,0.02
7722,8.22,24.0,54254.25,3108.66,9400.52,471.83,471.83,923.4,288.0,729.06,3.69,1.0,18.64,1.04,62.98,1.25,0.98,1.0,250.24,288.0,39.11,0.0,0.33,0.0,943.66,17661826.22,0.02
7723,6.21,18.0,42337.83,2679.26,8570.37,364.34,364.34,834.72,288.0,687.17,3.1,1.0,15.73,1.04,50.23,1.02,0.98,0.99,269.26,288.0,43.69,0.0,0.31,0.0,728.68,11878786.4,0.03
7724,4.18,12.0,26396.31,2109.53,7719.33,227.8,227.8,702.86,288.0,631.2,2.31,1.0,11.85,1.03,31.48,0.68,0.98,0.98,304.27,288.0,53.27,0.0,0.27,0.0,455.6,5831194.72,0.04
7725,2.12,6.0,4928.65,1384.97,6811.06,32.87,32.87,547.26,288.0,566.71,1.27,1.0,6.93,1.02,6.52,0.19,0.98,0.98,430.91,288.0,81.78,0.0,0.2,0.0,65.74,714820.44,0.04
7726,3.13,9.0,8754.28,1437.49,7170.77,67.5,67.5,582.04,288.0,582.23,1.42,1.0,7.74,1.02,10.86,0.24,0.98,0.98,409.89,288.0,75.22,0.0,0.2,0.0,135.0,1317813.29,0.04
7727,4.15,12.0,14906.63,1619.5,7739.61,116.42,116.42,650.33,288.0,608.16,1.72,1.0,9.29,1.02,18.54,0.37,0.98,0.98,378.1,288.0,65.46,0.0,0.21,0.0,232.84,2528069.69,0.04
7728,5.16,15.0,22035.28,1926.2,8324.55,178.32,178.32,714.37,288.0,637.47,2.09,1.0,11.23,1.03,25.99,0.51,0.98,0.98,341.8,288.0,56.76,0.0,0.23,0.0,356.64,4444762.6,0.04
7729,6.15,18.0,30130.62,2303.06,8790.64,251.18,251.18,776.47,288.0,665.15,2.53,1.0,13.48,1.03,35.06,0.69,0.98,0.98,306.91,288.0,49.34,0.0,0.26,0.0,502.36,7266778.77,0.04
7730,7.18,21.0,39917.73,2690.69,9069.11,338.79,338.79,848.54,288.0,696.45,3.03,1.0,15.98,1.04,46.92,0.93,0.98,0.98,280.05,288.0,43.58,0.0,0.3,0.0,677.58,11247554.83,0.04
7731,8.22,24.0,54249.94,3108.53,9384.85,471.69,471.69,946.96,288.0,732.77,3.71,1.0,19.19,1.04,65.28,1.29,0.98,0.98,255.25,288.0,38.18,0.0,0.33,0.0,943.38,17659684.61,0.04
7732,6.21,18.0,42472.81,2679.61,8560.28,364.22,364.22,854.01,288.0,690.16,3.12,1.0,16.15,1.04,51.79,1.06,0.98,0.98,273.72,288.0,42.73,0.0,0.31,0.0,728.44,11918214.64,0.04
7733,4.18,12.0,26589.64,2110.98,7714.46,227.88,227.88,714.94,288.0,633.11,2.33,1.0,12.11,1.03,31.7,0.7,0.98,0.98,306.84,288.0,52.28,0.0,0.27,0.0,455.76,5877940.62,0.04
7734,2.12,6.0,5128.82,1386.44,6814.62,33.08,33.08,552.21,288.0,567.42,1.28,1.0,6.97,1.02,5.87,0.19,0.98,0.98,431.41,288.0,81.41,0.0,0.2,0.0,66.16,744641.36,0.04
7735,3.13,9.0,8810.64,1438.5,7173.76,67.69,67.69,582.75,288.0,582.3,1.43,1.0,7.74,1.02,10.28,0.24,0.98,0.98,407.52,288.0,75.23,0.0,0.2,0.0,135.38,1327229.24,0.04
7736,4.15,12.0,14906.79,1619.5,7741.4,116.42,116.42,649.43,288.0,607.99,1.72,1.0,9.28,1.02,18.49,0.37,0.98,0.98,377.58,288.0,65.52,0.0,0.21,0.0,232.84,2528096.83,0.04
7737,5.16,15.0,22035.42,1926.2,8325.83,178.33,178.33,713.37,288.0,637.28,2.09,1.0,11.22,1.03,25.94,0.51,0.98,0.98,341.33,288.0,56.8,0.0,0.23,0.0,356.66,4444790.84,0.04
7738,6.15,18.0,30130.53,2303.06,8791.45,251.19,251.19,775.42,288.0,664.95,2.53,1.0,13.47,1.03,34.99,0.69,0.98,0.98,306.49,288.0,49.37,0.0,0.26,0.0,502.38,7266757.06,0.04
7739,7.18,21.0,39918.11,2690.71,9069.77,338.79,338.79,847.46,288.0,696.25,3.03,1.0,15.96,1.04,46.83,0.93,0.98,0.98,279.69,288.0,43.62,0.0,0.3,0.0,677.58,11247745.51,0.04
7740,8.22,24.0,54250.55,3108.55,9385.48,471.69,471.69,945.95,288.0,732.6,3.71,1.0,19.16,1.04,65.18,1.29,0.98,0.98,254.97,288.0,38.24,0.0,0.33,0.0,943.38,17659996.81,0.04
7741,6.21,18.0,42656.55,2679.04,8561.3,364.19,364.19,858.53,288.0,690.77,3.13,1.0,16.17,1.04,51.71,1.07,0.98,0.98,274.29,288.0,42.72,0.0,0.31,0.0,728.38,11967227.4,0.04
7742,4.18,12.0,26848.05,2111.49,7716.88,228.06,228.06,721.68,288.0,634.11,2.34,1.0,12.15,1.03,31.36,0.71,0.98,0.98,308.41,288.0,52.19,0.0,0.27,0.0,456.12,5936498.94,0.04
7743,2.12,6.0,5387.03,1386.95,6817.58,33.26,33.26,558.98,288.0,568.42,1.29,1.0,7.01,1.02,5.56,0.2,0.98,0.98,433.32,288.0,81.09,0.0,0.2,0.0,66.52,782417.97,0.04
7744,3.13,9.0,8885.94,1439.61,7176.8,67.9,67.9,584.05,288.0,582.53,1.43,1.0,7.75,1.02,9.96,0.25,0.98,0.98,408.43,288.0,75.17,0.0,0.2,0.0,135.8,1339605.28,0.04
7745,4.15,12.0,14906.91,1619.5,7743.19,116.43,116.43,648.54,288.0,607.83,1.71,1.0,9.27,1.02,18.45,0.37,0.98,0.98,379.26,288.0,65.57,0.0,0.21,0.0,232.86,2528117.18,0.04
7746,5.16,15.0,22035.52,1926.2,8327.12,178.33,178.33,712.37,288.0,637.09,2.09,1.0,11.21,1.03,25.88,0.51,0.98,0.98,340.85,288.0,56.83,0.0,0.23,0.0,356.66,4444811.01,0.04
7747,6.15,18.0,30130.41,2303.06,8792.25,251.23,251.23,774.37,288.0,664.76,2.53,1.0,13.45,1.03,34.92,0.69,0.98,0.98,306.08,288.0,49.42,0.0,0.26,0.0,502.46,7266728.12,0.04
7748,7.18,21.0,39918.36,2690.73,9070.43,338.79,338.79,846.38,288.0,696.06,3.03,1.0,15.95,1.04,46.75,0.93,0.98,0.98,279.33,288.0,43.64,0.0,0.3,0.0,677.58,11247899.55,0.04
7749,8.22,24.0,54251.03,3108.57,9386.11,471.8,471.8,944.94,288.0,732.43,3.71,1.0,19.14,1.04,65.09,1.29,0.98,0.98,254.7,288.0,38.27,0.0,0.33,0.0,943.6,17660266.68,0.04
7750,6.21,18.0,42823.96,2677.77,8561.83,364.19,364.19,862.53,288.0,691.25,3.13,1.0,16.18,1.04,51.67,1.07,0.98,0.98,275.57,288.0,42.72,0.0,0.31,0.0,728.38,12008498.67,0.04
7751,4.18,12.0,27090.22,2111.19,7718.71,228.28,228.28,727.91,288.0,634.98,2.35,1.0,12.19,1.03,31.36,0.72,0.98,0.98,309.75,288.0,52.09,0.0,0.27,0.0,456.56,5989195.23,0.04
7752,2.12,6.0,5628.95,1386.65,6819.94,33.37,33.37,565.24,288.0,569.3,1.3,1.0,7.05,1.02,5.58,0.21,0.98,0.98,434.8,288.0,80.75,0.0,0.2,0.0,66.74,817377.85,0.04
7753,3.13,9.0,8961.18,1440.59,7179.74,68.08,68.08,585.35,288.0,582.76,1.43,1.0,7.76,1.02,9.93,0.25,0.98,0.98,409.34,288.0,75.1,0.0,0.2,0.0,136.16,1351867.77,0.04
7754,4.15,12.0,14907.01,1619.5,7744.97,116.43,116.43,647.65,288.0,607.67,1.71,1.0,9.26,1.02,18.41,0.36,0.98,0.98,378.74,288.0,65.62,0.0,0.21,0.0,232.86,2528134.14,0.04
7755,5.16,15.0,22035.63,1926.2,8328.4,178.32,178.32,711.38,288.0,636.9,2.09,1.0,11.2,1.03,25.82,0.51,0.98,0.98,340.37,288.0,56.87,0.0,0.23,0.0,356.64,4444833.2,0.04
7756,6.15,18.0,30130.28,2303.06,8793.05,251.22,251.22,773.33,288.0,664.56,2.53,1.0,13.44,1.03,34.85,0.69,0.98,0.98,305.66,288.0,49.45,0.0,0.26,0.0,502.44,7266696.77,0.04
7757,7.18,21.0,39918.5,2690.74,9071.09,338.8,338.8,845.3,288.0,695.87,3.03,1.0,15.93,1.04,46.66,0.92,0.98,0.98,278.98,288.0,43.68,0.0,0.3,0.0,677.6,11247980.8,0.04
7758,8.22,24.0,54251.75,3108.58,9386.74,471.76,471.76,943.94,288.0,732.27,3.71,1.0,19.12,1.04,64.99,1.29,0.98,0.98,254.43,288.0,38.3,0.0,0.33,0.0,943.52,17660557.88,0.04
7759,6.21,18.0,43062.14,2672.98,8560.12,363.87,363.87,869.62,288.0,691.94,3.14,1.0,16.2,1.04,52.88,1.08,0.98,0.98,276.95,288.0,42.71,0.0,0.31,0.0,727.74,12053687.72,0.04
7760,4.18,12.0,27353.57,2106.68,7717.9,228.0,228.0,735.81,288.0,635.79,2.35,1.0,12.22,1.03,32.59,0.73,0.98,0.98,313.11,288.0,52.03,0.0,0.27,0.0,456.0,6034498.81,0.04
7761,2.12,6.0,5891.74,1382.14,6819.66,33.14,33.14,573.17,288.0,570.12,1.31,1.0,7.09,1.02,6.84,0.22,0.98,0.98,437.53,288.0,80.41,0.0,0.2,0.0,66.28,852754.91,0.04
7762,3.13,9.0,8986.7,1440.88,7182.27,68.14,68.14,585.25,288.0,582.73,1.43,1.0,7.76,1.02,9.91,0.25,0.98,0.98,409.27,288.0,75.09,0.0,0.2,0.0,136.28,1355990.59,0.04
7763,4.15,12.0,14907.15,1619.5,7746.76,116.44,116.44,646.76,288.0,607.5,1.71,1.0,9.25,1.02,18.36,0.36,0.98,0.98,378.22,288.0,65.68,0.0,0.21,0.0,232.88,2528157.88,0.04
7764,5.16,15.0,22035.76,1926.19,8329.68,178.33,178.33,710.39,288.0,636.71,2.09,1.0,11.19,1.03,25.76,0.51,0.98,0.98,339.9,288.0,56.9,0.0,0.23,0.0,356.66,4444836.35,0.04
7765,6.15,18.0,30130.22,2303.05,8793.86,251.2,251.2,772.29,288.0,664.37,2.53,1.0,13.43,1.03,34.78,0.69,0.98,0.98,305.25,288.0,49.47,0.0,0.26,0.0,502.4,7266650.75,0.04
7766,7.18,21.0,39918.58,2690.74,9071.74,338.77,338.77,844.22,288.0,695.68,3.03,1.0,15.91,1.04,46.58,0.92,0.98,0.98,278.62,288.0,43.73,0.0,0.3,0.0,677.54,11248003.35,0.04
7767,8.22,24.0,54251.83,3108.6,9387.36,471.69,471.69,942.94,288.0,732.1,3.7,1.0,19.1,1.04,64.9,1.29,0.98,0.98,254.85,288.0,38.33,0.0,0.33,0.0,943.38,17660697.54,0.04
7768,6.21,18.0,43093.96,2669.37,8559.0,363.62,363.62,870.82,288.0,691.83,3.14,1.0,16.19,1.04,54.75,1.08,0.98,0.98,277.33,288.0,42.73,0.0,0.31,0.0,727.24,12046303.41,0.04
7769,4.18,12.0,27403.74,2103.21,7717.53,227.79,227.79,737.67,288.0,635.72,2.35,1.0,12.21,1.03,34.5,0.73,0.98,0.98,313.9,288.0,52.07,0.0,0.27,0.0,455.58,6035608.96,0.04
7770,2.12,6.0,5941.89,1378.67,6819.83,32.96,32.96,575.06,288.0,570.06,1.31,1.0,7.08,1.02,8.77,0.22,0.98,0.98,438.98,288.0,80.52,0.0,0.2,0.0,65.92,857854.34,0.04
7771,3.13,9.0,9005.34,1441.03,7184.66,68.17,68.17,584.99,288.0,582.61,1.43,1.0,7.75,1.02,9.88,0.25,0.98,0.98,409.08,288.0,75.18,0.0,0.2,0.0,136.34,1358944.61,0.04
7772,4.15,12.0,14907.3,1619.5,7748.55,116.43,116.43,645.88,288.0,607.34,1.71,1.0,9.24,1.02,18.32,0.36,0.98,0.98,377.71,288.0,65.73,0.0,0.21,0.0,232.86,2528183.32,0.04
7773,5.16,15.0,22035.92,1926.19,8330.97,178.31,178.31,709.4,288.0,636.52,2.09,1.0,11.18,1.03,25.71,0.51,0.98,0.98,339.43,288.0,56.93,0.0,0.23,0.0,356.62,4444868.62,0.04
7774,6.15,18.0,30130.14,2303.05,8794.66,251.2,251.2,771.25,288.0,664.18,2.53,1.0,13.41,1.03,34.71,0.69,0.98,0.98,304.84,288.0,49.53,0.0,0.26,0.0,502.4,7266631.45,0.04
7775,7.18,21.0,39918.62,2690.75,9072.39,338.79,338.79,843.15,288.0,695.49,3.03,1.0,15.9,1.04,46.49,0.92,0.98,0.98,278.27,288.0,43.74,0.0,0.3,0.0,677.58,11248056.42,0.04
7776,8.22,24.0,54252.07,3108.61,9387.97,471.81,471.81,941.95,288.0,731.93,3.7,1.0,19.08,1.04,64.8,1.28,0.98,0.98,254.58,288.0,38.36,0.0,0.33,0.0,943.62,17660832.48,0.04
7777,6.21,18.0,42979.11,2665.24,8557.43,363.48,363.48,868.01,288.0,691.17,3.13,1.0,16.14,1.04,56.6,1.08,0.98,0.98,277.32,288.0,42.82,0.0,0.31,0.0,726.96,11995610.58,0.04
7778,4.18,12.0,27372.28,2099.88,7717.16,227.79,227.79,737.27,288.0,635.5,2.35,1.0,12.19,1.03,36.38,0.73,0.98,0.98,313.73,288.0,52.13,0.0,0.27,0.0,455.58,6019134.79,0.04
7779,2.12,6.0,5910.24,1375.33,6820.0,32.88,32.88,574.68,288.0,569.84,1.3,1.0,7.07,1.02,10.68,0.22,0.98,0.98,442.06,288.0,80.6,0.0,0.2,0.0,65.76,851217.71,0.04
7780,3.13,9.0,9089.01,1441.83,7187.5,68.32,68.32,586.48,288.0,582.89,1.44,1.0,7.77,1.02,9.86,0.25,0.98,0.98,407.28,288.0,75.02,0.0,0.2,0.0,136.64,1372332.21,0.04
7781,4.15,12.0,14907.36,1619.5,7750.34,116.44,116.44,645.0,288.0,607.18,1.71,1.0,9.24,1.02,18.27,0.36,0.98,0.98,377.19,288.0,65.71,0.0,0.21,0.0,232.88,2528193.5,0.04
7782,5.16,15.0,22035.96,1926.19,8332.25,178.34,178.34,708.42,288.0,636.33,2.09,1.0,11.16,1.03,25.65,0.51,0.98,0.98,338.96,288.0,57.02,0.0,0.23,0.0,356.68,4444876.69,0.04
7783,6.15,18.0,30129.97,2303.05,8795.46,251.21,251.21,770.21,288.0,663.98,2.53,1.0,13.4,1.03,34.64,0.69,0.98,0.98,304.43,288.0,49.55,0.0,0.26,0.0,502.42,7266590.45,0.04
7784,7.18,21.0,39918.57,2690.75,9073.04,338.78,338.78,842.08,288.0,695.31,3.03,1.0,15.88,1.04,46.41,0.92,0.98,0.98,277.91,288.0,43.79,0.0,0.3,0.0,677.56,11248042.33,0.04
7785,8.22,24.0,54252.46,3108.62,9388.59,471.75,471.75,940.95,288.0,731.77,3.7,1.0,19.06,1.04,64.7,1.28,0.98,0.98,254.31,288.0,38.39,0.0,0.33,0.0,943.5,17661016.25,0.04
7786,6.21,18.0,42701.94,2661.68,8556.05,363.24,363.24,860.48,288.0,689.9,3.12,1.0,16.08,1.04,57.96,1.07,0.98,0.98,275.79,288.0,42.9,0.0,0.31,0.0,726.48,11902332.14,0.04
7787,4.18,12.0,27136.56,2096.57,7716.6,227.61,227.61,731.04,288.0,634.39,2.34,1.0,12.13,1.03,37.77,0.73,0.98,0.98,312.41,288.0,52.3,0.0,0.27,0.0,455.22,5957894.08,0.04
7788,2.12,6.0,5674.1,1372.03,6819.98,32.73,32.73,568.49,288.0,568.74,1.3,1.0,7.02,1.02,12.09,0.22,0.98,0.98,437.3,288.0,81.02,0.0,0.2,0.0,65.46,815247.0,0.04
7789,3.13,9.0,9130.66,1442.1,7189.96,68.38,68.38,586.87,288.0,582.9,1.44,1.0,7.77,1.02,9.83,0.25,0.98,0.98,407.55,288.0,75.02,0.0,0.2,0.0,136.76,1378879.03,0.04
7790,4.15,12.0,14907.47,1619.5,7752.13,116.43,116.43,644.11,288.0,607.02,1.71,1.0,9.23,1.02,18.23,0.36,0.98,0.98,376.67,288.0,65.77,0.0,0.21,0.0,232.86,2528212.15,0.04
7791,5.16,15.0,22036.04,1926.18,8333.54,178.33,178.33,707.43,288.0,636.14,2.09,1.0,11.15,1.03,25.59,0.51,0.98,0.98,338.48,288.0,57.05,0.0,0.23,0.0,356.66,4444869.75,0.04
7792,6.15,18.0,30129.8,2303.05,8796.27,251.2,251.2,769.18,288.0,663.79,2.53,1.0,13.38,1.03,34.57,0.68,0.98,0.98,304.02,288.0,49.61,0.0,0.26,0.0,502.4,7266549.45,0.04
7793,7.18,21.0,39918.53,2690.76,9073.69,338.81,338.81,841.02,288.0,695.12,3.03,1.0,15.86,1.04,46.33,0.92,0.98,0.98,277.56,288.0,43.83,0.0,0.3,0.0,677.62,11248072.86,0.04
7794,8.22,24.0,54252.58,3108.63,9389.2,471.7,471.7,939.96,288.0,731.6,3.7,1.0,19.03,1.04,64.61,1.28,0.98,0.98,254.04,288.0,38.44,0.0,0.33,0.0,943.4,17661112.13,0.04
7795,6.21,18.0,42259.09,2659.85,8555.56,363.09,363.09,847.25,288.0,687.82,3.11,1.0,15.97,1.04,58.2,1.05,0.98,0.98,272.43,288.0,43.07,0.0,0.31,0.0,726.18,11770797.94,0.04
7796,4.18,12.0,26696.7,2094.75,7716.82,227.43,227.43,717.96,288.0,632.36,2.33,1.0,12.03,1.03,38.05,0.71,0.98,0.98,308.14,288.0,52.57,0.0,0.27,0.0,454.86,5856233.68,0.04
7797,2.12,6.0,5234.1,1370.2,6820.74,32.63,32.63,555.43,288.0,566.71,1.28,1.0,6.93,1.02,12.39,0.2,0.98,0.98,433.93,288.0,81.78,0.0,0.2,0.0,65.26,751025.35,0.04
7798,3.13,9.0,9133.85,1442.11,7192.3,68.38,68.38,586.11,288.0,582.78,1.44,1.0,7.76,1.02,9.81,0.25,0.98,0.98,407.02,288.0,75.1,0.0,0.2,0.0,136.76,1379370.33,0.04
7799,4.15,12.0,14907.63,1619.5,7753.92,116.45,116.45,643.24,288.0,606.86,1.71,1.0,9.22,1.02,18.19,0.36,0.98,0.98,376.16,288.0,65.82,0.0,0.21,0.0,232.9,2528239.29,0.04
7800,5.16,15.0,22036.18,1926.18,8334.83,178.32,178.32,706.45,288.0,635.95,2.09,1.0,11.14,1.03,25.53,0.51,0.98,0.98,338.01,288.0,57.09,0.0,0.23,0.0,356.64,4444897.99,0.04
7801,6.15,18.0,30129.75,2303.05,8797.07,251.2,251.2,768.15,288.0,663.6,2.53,1.0,13.37,1.03,34.5,0.68,0.98,0.98,303.62,288.0,49.63,0.0,0.26,0.0,502.4,7266537.4,0.04
7802,7.18,21.0,39918.46,2690.76,9074.34,338.81,338.81,839.96,288.0,694.93,3.03,1.0,15.84,1.04,46.24,0.92,0.98,0.98,277.21,288.0,43.87,0.0,0.3,0.0,677.62,11248053.14,0.04
7803,8.22,24.0,54252.68,3108.63,9389.81,471.77,471.77,938.97,288.0,731.43,3.7,1.0,19.01,1.04,64.51,1.28,0.98,0.98,253.78,288.0,38.48,0.0,0.33,0.0,943.54,17661144.68,0.04
7804,6.21,18.0,41889.25,2660.67,8556.81,363.17,363.17,834.49,288.0,685.97,3.09,1.0,15.88,1.04,56.86,1.04,0.98,0.98,270.06,288.0,43.2,0.0,0.31,0.0,726.34,11671380.17,0.04
7805,4.18,12.0,26338.3,2095.66,7718.78,227.52,227.52,705.62,288.0,630.54,2.31,1.0,11.95,1.03,36.74,0.7,0.98,0.98,305.46,288.0,52.76,0.0,0.27,0.0,455.04,5780124.36,0.04
7806,2.12,6.0,4875.58,1371.11,6823.26,32.69,32.69,543.12,288.0,564.89,1.27,1.0,6.86,1.02,11.11,0.19,0.98,0.98,427.65,288.0,82.35,0.0,0.2,0.0,65.38,700047.01,0.04
7807,3.13,9.0,9145.5,1442.2,7194.66,68.4,68.4,585.61,288.0,582.66,1.44,1.0,7.75,1.02,9.78,0.25,0.98,0.98,406.67,288.0,75.18,0.0,0.2,0.0,136.8,1381215.88,0.04
7808,4.15,12.0,14907.79,1619.5,7755.72,116.44,116.44,642.36,288.0,606.69,1.71,1.0,9.21,1.02,18.14,0.36,0.98,0.98,375.65,288.0,65.87,0.0,0.21,0.0,232.88,2528266.42,0.04
7809,5.16,15.0,22036.3,1926.18,8336.12,178.31,178.31,705.47,288.0,635.76,2.09,1.0,11.13,1.03,25.48,0.5,0.98,0.98,337.55,288.0,57.12,0.0,0.23,0.0,356.62,4444922.19,0.04
7810,6.15,18.0,30129.63,2303.05,8797.88,251.16,251.16,767.12,288.0,663.41,2.53,1.0,13.36,1.03,34.43,0.68,0.98,0.98,303.21,288.0,49.66,0.0,0.26,0.0,502.32,7266508.45,0.04
7811,7.18,21.0,39918.35,2690.76,9074.99,338.78,338.78,838.89,288.0,694.74,3.03,1.0,15.83,1.04,46.16,0.91,0.98,0.98,276.86,288.0,43.89,0.0,0.3,0.0,677.56,11248022.14,0.04
7812,8.22,24.0,54253.06,3108.64,9390.41,471.8,471.8,937.99,288.0,731.27,3.7,1.0,18.99,1.04,64.42,1.28,0.98,0.98,253.51,288.0,38.51,0.0,0.33,0.0,943.6,17661325.2,0.04
7813,6.21,18.0,41664.45,2663.22,8559.35,363.38,363.38,824.91,288.0,684.64,3.08,1.0,15.82,1.04,54.89,1.02,0.98,0.98,267.83,288.0,43.28,0.0,0.31,0.0,726.76,11619871.22,0.04
7814,4.18,12.0,26234.44,2098.78,7722.39,227.83,227.83,699.53,288.0,629.73,2.31,1.0,11.91,1.03,34.8,0.69,0.98,0.98,302.83,288.0,52.87,0.0,0.27,0.0,455.66,5765903.02,0.04
7815,2.12,6.0,4771.23,1374.23,6827.41,32.94,32.94,537.06,288.0,564.08,1.26,1.0,6.82,1.02,9.19,0.18,0.98,0.98,426.24,288.0,82.71,0.0,0.2,0.0,65.88,686623.08,0.04
7816,3.13,9.0,9266.48,1442.79,7197.36,68.52,68.52,588.2,288.0,583.01,1.44,1.0,7.77,1.02,9.76,0.25,0.98,0.98,408.47,288.0,75.03,0.0,0.2,0.0,137.04,1400059.63,0.04
7817,4.15,12.0,14907.81,1619.51,7757.51,116.44,116.44,641.48,288.0,606.53,1.71,1.0,9.2,1.02,18.1,0.36,0.98,0.98,375.13,288.0,65.93,0.0,0.21,0.0,232.88,2528285.42,0.04
7818,5.16,15.0,22036.32,1926.18,8337.4,178.32,178.32,704.5,288.0,635.58,2.09,1.0,11.12,1.03,25.42,0.5,0.98,0.98,337.08,288.0,57.16,0.0,0.23,0.0,356.64,4444926.23,0.04
7819,6.15,18.0,30129.48,2303.05,8798.68,251.16,251.16,766.09,288.0,663.22,2.53,1.0,13.34,1.03,34.36,0.68,0.98,0.98,302.8,288.0,49.72,0.0,0.26,0.0,502.32,7266472.28,0.04
7820,7.18,21.0,39918.24,2690.77,9075.63,338.74,338.74,837.84,288.0,694.56,3.03,1.0,15.81,1.04,46.07,0.91,0.98,0.98,276.51,288.0,43.93,0.0,0.3,0.0,677.48,11248032.95,0.04
7821,8.22,24.0,54253.06,3108.64,9391.02,471.77,471.77,937.01,288.0,731.11,3.7,1.0,18.97,1.04,64.32,1.27,0.98,0.98,253.25,288.0,38.54,0.0,0.33,0.0,943.54,17661325.2,0.04
7822,6.21,18.0,41585.45,2668.27,8563.75,363.63,363.63,818.75,288.0,684.04,3.08,1.0,15.78,1.04,51.82,1.01,0.98,0.99,265.83,288.0,43.35,0.0,0.31,0.0,727.26,11619830.6,0.03
7823,4.18,12.0,26192.1,2103.88,7727.5,228.15,228.15,694.5,288.0,629.28,2.31,1.0,11.89,1.03,31.76,0.68,0.98,0.99,300.65,288.0,52.93,0.0,0.27,0.0,456.3,5770585.81,0.03
7824,2.12,6.0,4728.8,1379.33,6833.07,33.23,33.23,532.05,288.0,563.63,1.26,1.0,6.81,1.02,6.18,0.17,0.98,0.99,422.26,288.0,82.77,0.0,0.2,0.0,66.46,683042.53,0.03
7825,3.13,9.0,9303.3,1442.84,7199.71,68.52,68.52,588.43,288.0,583.0,1.44,1.0,7.77,1.02,9.73,0.25,0.98,0.99,408.63,288.0,75.03,0.0,0.2,0.0,137.04,1405671.43,0.03
7826,4.15,12.0,14907.98,1619.51,7759.31,116.44,116.44,640.61,288.0,606.37,1.71,1.0,9.19,1.02,18.05,0.36,0.98,0.99,374.63,288.0,65.98,0.0,0.21,0.0,232.88,2528314.26,0.03
7827,5.16,15.0,22036.49,1926.18,8338.7,178.3,178.3,703.53,288.0,635.39,2.09,1.0,11.11,1.03,25.36,0.5,0.98,0.99,336.62,288.0,57.19,0.0,0.23,0.0,356.6,4444960.52,0.03
7828,6.15,18.0,30129.42,2303.05,8799.48,251.18,251.18,765.07,288.0,663.03,2.53,1.0,13.33,1.03,34.29,0.68,0.98,0.99,302.4,288.0,49.74,0.0,0.26,0.0,502.36,7266457.81,0.03
7829,7.18,21.0,39918.12,2690.77,9076.28,338.76,338.76,836.78,288.0,694.37,3.03,1.0,15.79,1.04,45.99,0.91,0.98,0.99,276.17,288.0,43.98,0.0,0.3,0.0,677.52,11247999.14,0.03
7830,8.22,24.0,54253.3,3108.65,9391.62,471.74,471.74,936.03,288.0,730.94,3.7,1.0,18.95,1.04,64.23,1.27,0.98,0.99,252.98,288.0,38.57,0.0,0.33,0.0,943.48,17661460.14,0.03
7831,6.21,18.0,41648.19,2673.3,8568.34,363.85,363.85,818.91,288.0,684.26,3.08,1.0,15.78,1.04,50.28,1.01,0.98,0.99,265.88,288.0,43.36,0.0,0.31,0.0,727.7,11659299.23,0.03
7832,4.18,12.0,26305.43,2109.02,7732.82,228.38,228.38,696.16,288.0,629.7,2.31,1.0,11.9,1.03,30.25,0.68,0.98,0.99,301.37,288.0,52.92,0.0,0.27,0.0,456.76,5809713.57,0.03
