id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
6693,4.15,12.0,15403.52,1662.83,7782.17,121.11,121.11,642.59,288.0,608.65,1.74,1.0,9.31,1.02,17.64,0.37,0.98,0.99,369.3,288.0,65.38,0.0,0.21,0.0,242.22,2682232.66,0.03
6694,5.15,15.0,22361.08,1949.67,8311.17,182.0,182.0,701.8,288.0,635.41,2.1,1.0,11.16,1.03,25.79,0.51,0.98,0.99,334.19,288.0,56.94,0.0,0.23,0.0,364.0,4565438.56,0.03
6695,6.16,18.0,30698.0,2306.81,8746.83,256.11,256.11,767.19,288.0,664.82,2.54,1.0,13.34,1.03,35.07,0.7,0.98,0.99,302.04,288.0,49.84,0.0,0.26,0.0,512.22,7415672.22,0.03
6696,7.18,21.0,41435.17,2700.92,9095.67,353.92,353.92,845.2,288.0,696.85,3.08,1.0,15.94,1.04,48.02,0.95,0.98,0.99,274.42,288.0,43.72,0.0,0.3,0.0,707.84,11719510.26,0.03
6697,7.2,21.0,45193.29,2821.42,9017.82,391.36,391.36,861.61,288.0,703.53,3.26,1.0,16.73,1.04,54.15,1.06,0.98,0.99,264.3,288.0,42.05,0.0,0.31,0.0,782.72,13352737.67,0.03
6698,6.2,18.0,40556.05,2624.51,8571.41,354.41,354.41,812.64,288.0,681.41,3.02,1.0,15.41,1.04,49.73,0.98,0.98,0.99,269.09,288.0,44.22,0.0,0.31,0.0,708.82,11146345.48,0.03
6699,4.17,12.0,23986.22,2046.84,7723.38,208.15,208.15,675.71,288.0,625.05,2.21,1.0,11.38,1.03,30.69,0.62,0.98,0.99,305.75,288.0,54.93,0.0,0.27,0.0,416.3,5141316.34,0.03
6700,3.14,9.0,13283.82,1639.53,7273.02,109.83,109.83,600.19,288.0,591.6,1.66,1.0,8.74,1.02,16.4,0.36,0.98,0.99,361.56,288.0,67.69,0.0,0.23,0.0,219.66,2280714.73,0.03
6701,3.13,9.0,9584.18,1479.3,7284.37,72.67,72.67,583.47,288.0,584.26,1.47,1.0,7.87,1.02,11.53,0.26,0.98,0.99,396.92,288.0,74.24,0.0,0.2,0.0,145.34,1484703.86,0.03
6702,4.15,12.0,15417.66,1662.88,7784.03,121.12,121.12,642.08,288.0,608.53,1.74,1.0,9.3,1.02,17.6,0.37,0.98,0.99,369.01,288.0,65.43,0.0,0.21,0.0,242.24,2684775.6,0.03
6703,5.15,15.0,22362.72,1949.71,8312.53,182.03,182.03,700.86,288.0,635.24,2.1,1.0,11.14,1.03,25.74,0.51,0.98,0.99,333.74,288.0,57.02,0.0,0.23,0.0,364.06,4565867.07,0.03
6704,6.16,18.0,30700.34,2306.87,8747.84,256.15,256.15,766.2,288.0,664.64,2.54,1.0,13.33,1.03,35.01,0.7,0.98,0.99,301.65,288.0,49.86,0.0,0.26,0.0,512.3,7416430.38,0.03
6705,7.18,21.0,41436.72,2700.96,9096.41,353.98,353.98,844.21,288.0,696.68,3.08,1.0,15.92,1.04,47.95,0.95,0.98,0.99,274.09,288.0,43.76,0.0,0.3,0.0,707.96,11720122.24,0.03
6706,7.2,21.0,45259.71,2824.81,9020.99,391.59,391.59,862.03,288.0,703.76,3.26,1.0,16.72,1.04,53.08,1.06,0.98,0.99,264.43,288.0,42.09,0.0,0.31,0.0,783.18,13388429.22,0.03
6707,6.2,18.0,40686.95,2631.25,8577.29,354.81,354.81,814.51,288.0,682.03,3.02,1.0,15.43,1.04,47.68,0.98,0.98,0.99,269.71,288.0,44.2,0.0,0.31,0.0,709.62,11211039.08,0.03
6708,4.17,12.0,24182.26,2056.94,7732.2,208.73,208.73,679.0,288.0,626.06,2.21,1.0,11.41,1.03,27.68,0.62,0.98,0.99,307.24,288.0,54.87,0.0,0.27,0.0,417.46,5208913.29,0.03
6709,3.14,9.0,13413.84,1646.25,7279.89,110.21,110.21,602.12,288.0,592.21,1.67,1.0,8.76,1.02,14.4,0.36,0.98,0.99,360.55,288.0,67.6,0.0,0.23,0.0,220.42,2312477.56,0.03
6710,3.13,9.0,9649.02,1482.66,7288.88,72.86,72.86,584.02,288.0,584.49,1.47,1.0,7.87,1.02,10.51,0.26,0.98,0.99,397.29,288.0,74.27,0.0,0.2,0.0,145.72,1498143.44,0.03
6711,4.15,12.0,15418.37,1662.89,7785.86,121.14,121.14,641.2,288.0,608.36,1.74,1.0,9.29,1.02,17.56,0.37,0.98,0.99,368.51,288.0,65.49,0.0,0.21,0.0,242.28,2684915.38,0.03
6712,5.15,15.0,22364.78,1949.75,8313.88,182.04,182.04,699.93,288.0,635.07,2.1,1.0,11.13,1.03,25.69,0.51,0.98,0.99,333.3,288.0,57.06,0.0,0.23,0.0,364.08,4566381.35,0.03
6713,6.16,18.0,30703.31,2306.92,8748.82,256.15,256.15,765.23,288.0,664.46,2.54,1.0,13.31,1.03,34.95,0.69,0.98,0.99,301.27,288.0,49.92,0.0,0.26,0.0,512.3,7417308.62,0.03
6714,7.18,21.0,41438.72,2700.99,9097.13,353.91,353.91,843.22,288.0,696.51,3.08,1.0,15.9,1.04,47.87,0.95,0.98,0.99,273.77,288.0,43.81,0.0,0.3,0.0,707.82,11720818.11,0.03
6715,7.2,21.0,45361.42,2827.57,9023.77,391.65,391.65,864.02,288.0,704.18,3.27,1.0,16.73,1.04,53.0,1.06,0.98,0.99,264.23,288.0,42.09,0.0,0.31,0.0,783.3,13431627.05,0.03
6716,6.2,18.0,40914.37,2636.8,8582.45,355.04,355.04,820.23,288.0,683.16,3.03,1.0,15.46,1.04,47.62,0.99,0.98,0.99,270.7,288.0,44.19,0.0,0.31,0.0,710.08,11297482.47,0.03
6717,4.17,12.0,24536.15,2065.29,7739.97,209.17,209.17,688.44,288.0,627.88,2.23,1.0,11.48,1.03,27.65,0.63,0.98,0.99,308.72,288.0,54.69,0.0,0.27,0.0,418.34,5306596.65,0.03
6718,3.14,9.0,13693.0,1651.9,7286.11,110.54,110.54,609.36,288.0,593.57,1.68,1.0,8.82,1.02,14.38,0.37,0.98,0.99,362.71,288.0,67.3,0.0,0.23,0.0,221.08,2368705.01,0.03
6719,3.13,9.0,9801.57,1485.51,7293.1,73.04,73.04,587.58,288.0,585.14,1.48,1.0,7.9,1.02,10.49,0.26,0.98,0.99,397.01,288.0,74.07,0.0,0.2,0.0,146.08,1524754.22,0.03
6720,4.15,12.0,15444.45,1662.94,7787.7,121.14,121.14,641.05,288.0,608.31,1.74,1.0,9.29,1.02,17.52,0.37,0.98,0.99,368.42,288.0,65.48,0.0,0.21,0.0,242.28,2689537.75,0.03
6721,5.15,15.0,22364.91,1949.75,8315.18,182.04,182.04,699.0,288.0,634.89,2.1,1.0,11.12,1.03,25.63,0.51,0.98,0.99,332.86,288.0,57.09,0.0,0.23,0.0,364.08,4566407.89,0.03
6722,6.16,18.0,30703.37,2306.92,8749.74,256.15,256.15,764.23,288.0,664.28,2.54,1.0,13.3,1.03,34.87,0.69,0.98,0.99,300.88,288.0,49.95,0.0,0.26,0.0,512.3,7417323.12,0.03
6723,7.18,21.0,41438.64,2700.99,9097.81,353.92,353.92,842.22,288.0,696.34,3.08,1.0,15.88,1.04,47.78,0.94,0.98,0.99,273.45,288.0,43.85,0.0,0.3,0.0,707.84,11720795.48,0.03
6724,7.2,21.0,45458.33,2828.8,9025.5,391.74,391.74,865.97,288.0,704.53,3.27,1.0,16.73,1.04,52.92,1.06,0.98,0.99,264.82,288.0,42.11,0.0,0.31,0.0,783.48,13466177.61,0.03
6725,6.2,18.0,41136.5,2639.26,8585.51,355.22,355.22,825.93,288.0,684.14,3.04,1.0,15.49,1.04,47.55,1.0,0.98,0.99,271.69,288.0,44.17,0.0,0.31,0.0,710.44,11369415.33,0.03
6726,4.17,12.0,24883.52,2068.99,7744.58,209.43,209.43,697.88,288.0,629.49,2.24,1.0,11.54,1.03,27.61,0.64,0.98,0.99,311.55,288.0,54.55,0.0,0.27,0.0,418.86,5391366.12,0.03
6727,3.14,9.0,13971.53,1654.39,7290.19,110.71,110.71,616.68,288.0,594.77,1.69,1.0,8.86,1.02,14.36,0.38,0.98,0.99,364.9,288.0,67.13,0.0,0.23,0.0,221.42,2420530.07,0.03
6728,3.13,9.0,9954.89,1486.76,7296.22,73.11,73.11,591.2,288.0,585.72,1.48,1.0,7.92,1.02,10.46,0.26,0.98,0.99,399.46,288.0,73.95,0.0,0.2,0.0,146.22,1549908.11,0.03
6729,4.15,12.0,15472.65,1662.95,7789.52,121.14,121.14,640.94,288.0,608.25,1.75,1.0,9.28,1.02,17.47,0.37,0.98,0.99,366.25,288.0,65.54,0.0,0.21,0.0,242.28,2694464.78,0.03
6730,5.15,15.0,22364.94,1949.74,8316.49,182.03,182.03,698.06,288.0,634.71,2.1,1.0,11.11,1.03,25.57,0.51,0.98,0.99,332.41,288.0,57.13,0.0,0.23,0.0,364.06,4566390.59,0.03
6731,6.16,18.0,30703.4,2306.91,8750.66,256.15,256.15,763.23,288.0,664.1,2.54,1.0,13.29,1.03,34.8,0.69,0.98,0.99,300.48,288.0,49.97,0.0,0.26,0.0,512.3,7417298.21,0.03
6732,7.18,21.0,41438.65,2700.99,9098.48,353.94,353.94,841.23,288.0,696.16,3.08,1.0,15.87,1.04,47.7,0.94,0.98,0.99,273.13,288.0,43.87,0.0,0.3,0.0,707.88,11720798.31,0.03
6733,7.2,21.0,45514.77,2829.09,9026.56,391.8,391.8,866.68,288.0,704.63,3.27,1.0,16.72,1.04,52.84,1.06,0.98,0.99,265.04,288.0,42.14,0.0,0.31,0.0,783.6,13484279.13,0.03
6734,6.2,18.0,41260.68,2639.81,8587.22,355.3,355.3,828.69,288.0,684.56,3.04,1.0,15.5,1.04,47.49,1.0,0.98,0.99,272.6,288.0,44.17,0.0,0.31,0.0,710.6,11406112.97,0.03
6735,4.17,12.0,25075.35,2069.79,7747.15,209.5,209.5,702.68,288.0,630.22,2.25,1.0,11.57,1.03,27.57,0.64,0.98,0.99,312.3,288.0,54.47,0.0,0.27,0.0,419.0,5435029.5,0.03
6736,3.14,9.0,14118.32,1654.87,7292.86,110.74,110.74,620.16,288.0,595.29,1.7,1.0,8.88,1.02,14.33,0.39,0.98,1.0,364.8,288.0,67.04,0.0,0.23,0.0,221.48,2446670.71,0.02
6737,3.13,9.0,10034.04,1486.99,7298.64,73.13,73.13,592.69,288.0,585.92,1.49,1.0,7.93,1.02,10.43,0.27,0.98,1.0,397.78,288.0,73.89,0.0,0.2,0.0,146.26,1562472.9,0.02
6738,4.15,12.0,15484.19,1662.92,7791.32,121.14,121.14,640.38,288.0,608.14,1.75,1.0,9.28,1.02,17.43,0.37,0.98,1.0,365.93,288.0,65.53,0.0,0.21,0.0,242.28,2696425.75,0.02
6739,5.15,15.0,22365.13,1949.74,8317.8,182.04,182.04,697.12,288.0,634.54,2.1,1.0,11.1,1.03,25.52,0.5,0.98,1.0,331.96,288.0,57.17,0.0,0.23,0.0,364.08,4566429.39,0.02
6740,6.16,18.0,30703.48,2306.91,8751.58,256.17,256.17,762.24,288.0,663.91,2.54,1.0,13.27,1.03,34.74,0.69,0.98,1.0,300.09,288.0,50.03,0.0,0.26,0.0,512.34,7417317.54,0.02
6741,7.18,21.0,41438.69,2700.99,9099.16,353.93,353.93,840.24,288.0,695.98,3.08,1.0,15.85,1.04,47.63,0.94,0.98,1.0,272.81,288.0,43.91,0.0,0.3,0.0,707.86,11720809.62,0.02
6742,7.2,21.0,45700.73,2828.33,9027.01,391.7,391.7,871.09,288.0,705.25,3.28,1.0,16.74,1.04,52.76,1.07,0.98,1.0,265.58,288.0,42.13,0.0,0.31,0.0,783.4,13535734.76,0.02
6743,6.2,18.0,41621.35,2638.31,8587.75,355.12,355.12,838.23,288.0,685.91,3.06,1.0,15.55,1.04,47.43,1.01,0.98,1.0,273.93,288.0,44.11,0.0,0.31,0.0,710.24,11499278.81,0.02
6744,4.17,12.0,25610.58,2067.56,7747.97,209.31,209.31,717.33,288.0,632.3,2.27,1.0,11.65,1.03,27.54,0.66,0.98,1.0,316.0,288.0,54.27,0.0,0.27,0.0,418.62,5545058.77,0.02
6745,3.14,9.0,14456.36,1653.41,7294.44,110.63,110.63,629.15,288.0,596.54,1.71,1.0,8.94,1.02,14.31,0.4,0.98,1.0,367.92,288.0,66.73,0.0,0.23,0.0,221.26,2503041.98,0.02
6746,3.13,9.0,10197.45,1486.27,7300.53,73.1,73.1,596.61,288.0,586.44,1.49,1.0,7.95,1.02,10.41,0.27,0.98,1.0,400.41,288.0,73.77,0.0,0.2,0.0,146.2,1587149.78,0.02
6747,4.15,12.0,15473.07,1662.94,7793.16,121.15,121.15,639.2,288.0,607.92,1.75,1.0,9.27,1.02,17.39,0.36,0.98,1.0,365.26,288.0,65.58,0.0,0.21,0.0,242.3,2694521.72,0.02
6748,5.15,15.0,22365.27,1949.74,8319.11,182.04,182.04,696.19,288.0,634.36,2.1,1.0,11.09,1.03,25.46,0.5,0.98,1.0,331.52,288.0,57.2,0.0,0.23,0.0,364.08,4566457.97,0.02
6749,6.16,18.0,30703.54,2306.9,8752.5,256.16,256.16,761.25,288.0,663.73,2.54,1.0,13.26,1.03,34.67,0.69,0.98,1.0,299.7,288.0,50.06,0.0,0.26,0.0,512.32,7417299.88,0.02
6750,7.18,21.0,41438.68,2700.98,9099.84,353.95,353.95,839.24,288.0,695.81,3.08,1.0,15.83,1.04,47.55,0.94,0.98,1.0,272.48,288.0,43.96,0.0,0.3,0.0,707.9,11720763.4,0.02
6751,7.2,21.0,45793.3,2827.33,9027.25,391.71,391.71,872.71,288.0,705.43,3.28,1.0,16.74,1.04,52.68,1.07,0.98,1.0,266.07,288.0,42.14,0.0,0.31,0.0,783.42,13558356.86,0.02
6752,6.2,18.0,41845.84,2636.23,8587.77,355.08,355.08,843.57,288.0,686.6,3.06,1.0,15.57,1.04,47.36,1.02,0.98,1.0,275.68,288.0,44.1,0.0,0.31,0.0,710.16,11552186.89,0.02
6753,4.17,12.0,25966.93,2064.4,7747.99,209.16,209.16,726.38,288.0,633.49,2.28,1.0,11.7,1.03,27.5,0.67,0.98,1.0,318.59,288.0,54.14,0.0,0.27,0.0,418.32,5613620.84,0.02
6754,3.14,9.0,14759.43,1651.16,7295.34,110.49,110.49,636.73,288.0,597.53,1.72,1.0,8.98,1.02,14.28,0.41,0.98,1.0,370.19,288.0,66.54,0.0,0.23,0.0,220.98,2552039.33,0.02
6755,3.13,9.0,10368.62,1485.1,7302.04,73.0,73.0,600.52,288.0,586.94,1.5,1.0,7.97,1.02,10.38,0.28,0.98,1.0,400.35,288.0,73.64,0.0,0.2,0.0,146.0,1612520.61,0.02
6756,4.15,12.0,15512.41,1662.85,7794.91,121.13,121.13,639.41,288.0,607.91,1.75,1.0,9.26,1.02,17.35,0.37,0.98,1.0,365.38,288.0,65.65,0.0,0.21,0.0,242.26,2701226.29,0.02
6757,5.15,15.0,22365.27,1949.74,8320.42,182.04,182.04,695.26,288.0,634.18,2.1,1.0,11.08,1.03,25.41,0.5,0.98,1.0,331.08,288.0,57.24,0.0,0.23,0.0,364.08,4566457.97,0.02
6758,6.16,18.0,30703.52,2306.9,8753.42,256.17,256.17,760.27,288.0,663.55,2.54,1.0,13.25,1.03,34.6,0.69,0.98,1.0,299.32,288.0,50.08,0.0,0.26,0.0,512.34,7417295.05,0.02
6759,7.18,21.0,41438.69,2700.98,9100.52,353.95,353.95,838.26,288.0,695.64,3.07,1.0,15.82,1.04,47.46,0.94,0.98,1.0,273.05,288.0,43.97,0.0,0.3,0.0,707.9,11720766.23,0.02
6760,7.2,21.0,45943.56,2823.26,9025.58,391.47,391.47,876.69,288.0,705.7,3.28,1.0,16.74,1.04,53.79,1.08,0.98,1.0,267.28,288.0,42.16,0.0,0.31,0.0,782.94,13583263.86,0.02
6761,6.2,18.0,42170.47,2627.98,8583.97,354.59,354.59,853.23,288.0,687.4,3.07,1.0,15.6,1.04,49.68,1.03,0.98,1.0,277.93,288.0,44.06,0.0,0.31,0.0,709.18,11605373.31,0.02
6762,4.17,12.0,26465.76,2051.97,7742.28,208.42,208.42,741.7,288.0,634.82,2.29,1.0,11.76,1.03,31.04,0.69,0.98,1.0,323.89,288.0,53.98,0.0,0.27,0.0,416.84,5687010.04,0.02
6763,3.14,9.0,15132.18,1642.69,7292.42,109.97,109.97,647.81,288.0,598.53,1.72,1.0,9.03,1.02,16.65,0.42,0.98,1.0,376.63,288.0,66.28,0.0,0.23,0.0,219.94,2603069.3,0.02
6764,3.13,9.0,10567.08,1480.8,7301.63,72.73,72.73,605.98,288.0,587.41,1.5,1.0,8.0,1.02,11.55,0.29,0.98,1.0,403.99,288.0,73.43,0.0,0.2,0.0,145.46,1638626.67,0.02
6765,4.15,12.0,15536.71,1662.73,7796.67,121.12,121.12,639.21,288.0,607.85,1.75,1.0,9.26,1.02,17.31,0.37,0.98,1.0,365.26,288.0,65.64,0.0,0.21,0.0,242.24,2705262.49,0.02
6766,5.15,15.0,22365.45,1949.73,8321.73,182.06,182.06,694.33,288.0,634.01,2.1,1.0,11.07,1.03,25.35,0.5,0.98,1.0,330.63,288.0,57.27,0.0,0.23,0.0,364.12,4566471.3,0.02
6767,6.16,18.0,30703.64,2306.89,8754.34,256.2,256.2,759.29,288.0,663.37,2.54,1.0,13.23,1.03,34.53,0.68,0.98,1.0,298.93,288.0,50.14,0.0,0.26,0.0,512.4,7417291.89,0.02
6768,7.18,21.0,41438.77,2700.97,9101.19,353.96,353.96,837.27,288.0,695.47,3.07,1.0,15.8,1.04,47.38,0.94,0.98,1.0,272.73,288.0,44.02,0.0,0.3,0.0,707.92,11720745.46,0.02
6769,7.2,21.0,45915.66,2821.33,9025.16,391.33,391.33,875.52,288.0,705.4,3.28,1.0,16.72,1.04,54.65,1.07,0.98,1.0,266.93,288.0,42.19,0.0,0.31,0.0,782.66,13565735.22,0.02
6770,6.2,18.0,42122.18,2624.08,8582.7,354.29,354.29,852.09,288.0,686.99,3.06,1.0,15.57,1.04,51.5,1.03,0.98,1.0,278.46,288.0,44.12,0.0,0.31,0.0,708.58,11574880.84,0.02
6771,4.17,12.0,26396.97,2046.09,7740.38,208.02,208.02,740.58,288.0,634.29,2.28,1.0,11.73,1.03,33.83,0.69,0.98,1.0,324.82,288.0,54.07,0.0,0.26,0.0,416.04,5655974.33,0.02
6772,3.14,9.0,15098.89,1638.68,7292.09,109.69,109.69,647.15,288.0,598.15,1.72,1.0,9.0,1.02,18.51,0.42,0.98,1.0,376.25,288.0,66.46,0.0,0.22,0.0,219.38,2591002.26,0.02
6773,3.13,9.0,10554.2,1478.77,7302.54,72.6,72.6,605.34,288.0,587.15,1.5,1.0,7.98,1.02,12.47,0.29,0.98,1.0,403.56,288.0,73.58,0.0,0.2,0.0,145.2,1634385.76,0.02
6774,4.15,12.0,15544.34,1662.68,7798.45,121.1,121.1,638.55,288.0,607.7,1.75,1.0,9.25,1.02,17.27,0.37,0.98,1.0,364.89,288.0,65.7,0.0,0.21,0.0,242.2,2706509.64,0.02
6775,5.15,15.0,22365.52,1949.73,8323.04,182.05,182.05,693.41,288.0,633.84,2.1,1.0,11.06,1.03,25.3,0.5,0.98,1.0,330.2,288.0,57.31,0.0,0.23,0.0,364.1,4566485.6,0.02
6776,6.16,18.0,30703.65,2306.88,8755.26,256.19,256.19,758.3,288.0,663.18,2.54,1.0,13.22,1.03,34.47,0.68,0.98,1.0,298.54,288.0,50.16,0.0,0.26,0.0,512.38,7417262.15,0.02
6777,7.18,21.0,41438.78,2700.97,9101.87,353.98,353.98,836.29,288.0,695.29,3.07,1.0,15.78,1.04,47.3,0.93,0.98,1.0,272.41,288.0,44.06,0.0,0.3,0.0,707.96,11720748.29,0.02
6778,7.2,21.0,45816.25,2819.46,9024.72,391.27,391.27,872.5,288.0,704.86,3.27,1.0,16.68,1.04,55.4,1.07,0.98,1.0,266.82,288.0,42.26,0.0,0.31,0.0,782.54,13527392.63,0.02
6779,6.2,18.0,41944.73,2620.19,8581.34,354.12,354.12,847.68,288.0,686.19,3.06,1.0,15.52,1.04,53.09,1.02,0.98,1.0,277.02,288.0,44.21,0.0,0.31,0.0,708.24,11509032.22,0.02
6780,4.17,12.0,26141.27,2040.17,7738.32,207.69,207.69,734.76,288.0,633.2,2.27,1.0,11.67,1.03,36.28,0.69,0.98,1.0,323.68,288.0,54.26,0.0,0.26,0.0,415.38,5584980.46,0.02
6781,3.14,9.0,14964.02,1634.49,7291.57,109.42,109.42,644.03,288.0,597.54,1.72,1.0,8.97,1.02,20.14,0.42,0.98,1.0,374.44,288.0,66.62,0.0,0.22,0.0,218.84,2561292.43,0.02
6782,3.13,9.0,10497.45,1476.61,7303.34,72.44,72.44,603.67,288.0,586.81,1.5,1.0,7.97,1.02,13.27,0.29,0.98,1.0,402.45,288.0,73.63,0.0,0.2,0.0,144.88,1623223.19,0.02
6783,4.15,12.0,15565.84,1662.53,7800.19,121.07,121.07,638.29,288.0,607.63,1.75,1.0,9.25,1.02,17.23,0.37,0.98,1.0,364.74,288.0,65.69,0.0,0.21,0.0,242.14,2710008.61,0.02
6784,5.15,15.0,22365.63,1949.73,8324.35,182.05,182.05,692.48,288.0,633.66,2.1,1.0,11.05,1.03,25.24,0.5,0.98,1.0,329.75,288.0,57.34,0.0,0.23,0.0,364.1,4566508.06,0.02
6785,6.16,18.0,30703.7,2306.88,8756.19,256.19,256.19,757.32,288.0,663.01,2.54,1.0,13.21,1.03,34.4,0.68,0.98,1.0,298.16,288.0,50.19,0.0,0.26,0.0,512.38,7417274.23,0.02
6786,7.18,21.0,41438.76,2700.97,9102.55,353.98,353.98,835.31,288.0,695.13,3.07,1.0,15.77,1.04,47.22,0.93,0.98,1.0,272.09,288.0,44.08,0.0,0.3,0.0,707.96,11720742.63,0.02
6787,7.2,21.0,45608.76,2826.56,9022.83,391.69,391.69,866.21,288.0,704.45,3.27,1.0,16.65,1.04,52.78,1.06,0.98,1.0,264.9,288.0,42.31,0.0,0.31,0.0,783.38,13500041.13,0.02
6788,6.2,18.0,41170.68,2632.16,8568.3,354.54,354.54,828.55,288.0,684.38,3.04,1.0,15.43,1.04,48.64,0.99,0.98,0.99,272.55,288.0,44.35,0.0,0.31,0.0,709.08,11348251.27,0.03
6789,4.17,12.0,24800.37,2057.01,7706.76,208.08,208.08,705.01,288.0,630.39,2.24,1.0,11.54,1.03,30.09,0.64,0.98,0.98,314.74,288.0,54.63,0.0,0.27,0.0,416.16,5342237.37,0.04
6790,3.14,9.0,13470.92,1641.98,7240.67,108.96,108.96,616.77,288.0,594.68,1.67,1.0,8.86,1.02,17.42,0.38,0.98,0.98,369.32,288.0,67.12,0.0,0.23,0.0,217.92,2316294.3,0.04
6791,3.13,9.0,9569.83,1479.22,7247.75,71.97,71.97,596.69,288.0,586.67,1.47,1.0,7.99,1.02,12.76,0.27,0.98,0.98,405.91,288.0,73.43,0.0,0.2,0.0,143.94,1482400.7,0.04
6792,4.15,12.0,15200.83,1660.21,7751.54,120.58,120.58,650.14,288.0,610.0,1.74,1.0,9.41,1.02,18.94,0.38,0.98,0.98,373.64,288.0,64.82,0.0,0.21,0.0,241.16,2642767.43,0.04
6793,5.15,15.0,22357.71,1949.58,8290.23,181.96,181.96,715.76,288.0,637.88,2.11,1.0,11.33,1.03,26.62,0.53,0.98,0.98,339.22,288.0,56.3,0.0,0.24,0.0,363.92,4564539.79,0.04
6794,6.16,18.0,30694.32,2306.65,8731.95,256.07,256.07,782.02,288.0,667.38,2.55,1.0,13.56,1.03,36.1,0.72,0.98,0.98,306.67,288.0,49.22,0.0,0.26,0.0,512.14,7414268.96,0.04
6795,7.18,21.0,41432.33,2700.77,9084.52,353.87,353.87,859.96,288.0,699.27,3.09,1.0,16.2,1.04,49.23,0.98,0.98,0.98,278.3,288.0,43.16,0.0,0.3,0.0,707.74,11718056.18,0.04
6796,7.2,21.0,45671.46,2825.85,9008.13,391.54,391.54,889.7,288.0,708.14,3.29,1.0,17.12,1.04,54.8,1.1,0.98,0.98,270.43,288.0,41.36,0.0,0.31,0.0,783.08,13515204.4,0.04
6797,6.2,18.0,41310.82,2631.22,8557.22,354.41,354.41,847.87,288.0,687.3,3.06,1.0,15.84,1.04,50.19,1.03,0.98,0.98,277.08,288.0,43.39,0.0,0.31,0.0,708.82,11382812.84,0.04
6798,4.17,12.0,25018.94,2055.79,7701.53,208.0,208.0,718.44,288.0,632.35,2.25,1.0,11.79,1.03,30.81,0.67,0.98,0.98,319.31,288.0,53.63,0.0,0.27,0.0,416.0,5386123.07,0.04
6799,3.14,9.0,13630.77,1641.61,7240.17,109.0,109.0,622.94,288.0,595.59,1.68,1.0,8.96,1.02,17.46,0.39,0.98,0.98,370.8,288.0,66.47,0.0,0.23,0.0,218.0,2343252.0,0.04
6800,3.13,9.0,9654.86,1479.16,7249.95,72.03,72.03,598.23,288.0,586.87,1.47,1.0,8.0,1.02,12.58,0.27,0.98,0.98,406.96,288.0,73.36,0.0,0.2,0.0,144.06,1495511.49,0.04
6801,4.15,12.0,15208.81,1660.47,7753.51,120.64,120.64,649.38,288.0,609.88,1.74,1.0,9.41,1.02,18.81,0.38,0.98,0.98,373.21,288.0,64.81,0.0,0.21,0.0,241.28,2644568.9,0.04
6802,5.15,15.0,22357.85,1949.58,8291.52,181.98,181.98,714.78,288.0,637.7,2.11,1.0,11.32,1.03,26.57,0.53,0.98,0.98,338.76,288.0,56.33,0.0,0.24,0.0,363.96,4564568.38,0.04
6803,6.16,18.0,30694.48,2306.65,8732.87,256.09,256.09,780.97,288.0,667.19,2.55,1.0,13.54,1.03,36.03,0.71,0.98,0.98,306.26,288.0,49.28,0.0,0.26,0.0,512.18,7414307.6,0.04
6804,7.18,21.0,41432.52,2700.78,9085.21,353.9,353.9,858.91,288.0,699.08,3.09,1.0,16.19,1.04,49.15,0.97,0.98,0.98,277.96,288.0,43.18,0.0,0.3,0.0,707.8,11718153.31,0.04
6805,7.2,21.0,45744.35,2824.81,9008.33,391.53,391.53,890.95,288.0,708.24,3.29,1.0,17.11,1.04,54.77,1.1,0.98,0.98,270.81,288.0,41.39,0.0,0.31,0.0,783.06,13531792.23,0.04
6806,6.2,18.0,41456.15,2629.1,8557.19,354.34,354.34,851.48,288.0,687.67,3.06,1.0,15.85,1.04,50.24,1.03,0.98,0.98,278.26,288.0,43.39,0.0,0.31,0.0,708.68,11413653.66,0.04
6807,4.17,12.0,25236.61,2052.59,7701.46,207.84,207.84,724.41,288.0,632.99,2.26,1.0,11.81,1.03,30.94,0.67,0.98,0.98,320.54,288.0,53.6,0.0,0.27,0.0,415.68,5424526.6,0.04
6808,3.14,9.0,13775.73,1639.42,7241.08,108.88,108.88,626.72,288.0,595.97,1.68,1.0,8.97,1.02,17.56,0.39,0.98,0.98,373.05,288.0,66.44,0.0,0.23,0.0,217.76,2365012.66,0.04
6809,3.13,9.0,9727.3,1478.06,7251.47,71.96,71.96,599.69,288.0,586.98,1.47,1.0,8.01,1.02,12.61,0.27,0.98,0.98,407.95,288.0,73.28,0.0,0.2,0.0,143.92,1505611.74,0.04
6810,4.15,12.0,15208.82,1660.44,7755.29,120.64,120.64,648.5,288.0,609.71,1.74,1.0,9.39,1.02,18.77,0.37,0.98,0.98,372.7,288.0,64.93,0.0,0.21,0.0,241.28,2644522.86,0.04
6811,5.15,15.0,22357.82,1949.58,8292.82,181.99,181.99,713.8,288.0,637.51,2.11,1.0,11.31,1.03,26.51,0.52,0.98,0.98,338.29,288.0,56.37,0.0,0.24,0.0,363.98,4564562.25,0.04
